,state,disaster,disaster_frequency_3_years,abandoned_area,production_distruption_loss,loss_severity_economic,land_lost,Crop losses,severity_of_physical_loss
3932,KATSINA,Extreme Winds,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
3933,KATSINA,Flood,2.0,No,Yes,Small losses,Yes,Yes,Small losses
3934,KATSINA,Fire Disaster,6.0,Yes,Yes,Significant losses,Yes,No,Significant losses
3935,KATSINA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Small losses
3936,KATSINA,Drought,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
3937,KATSINA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
3938,KATSINA,Heavy rainfall,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
3939,KATSINA,Heavy rainfall,2.0,No,No,Small losses,No,No,Small losses
3940,KATSINA,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
3941,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
3942,KEBBI,Extreme Winds,1.0,No,No,Small losses,No,Yes,Significant losses
3943,KEBBI,Flood,14.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
3944,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
3945,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
3946,KEBBI,Extreme temperatures (cold or heat),1.0,No,Yes,Significant losses,No,Yes,Significant losses
3947,KEBBI,Heavy rainfall,4.0,No,Yes,Small losses,No,No,Small losses
3948,KEBBI,Extreme Winds,4.0,No,Yes,Significant losses,No,Yes,Significant losses
3949,KEBBI,Flood,3.0,No,No,Significant losses,No,No,Significant losses
3950,KEBBI,Fire Disaster,2.0,No,Yes,Small losses,No,Yes,Significant losses
3951,KEBBI,Drought,3.0,Yes,Yes,Significant losses,No,No,Significant losses
3952,KEBBI,Heavy rainfall,10.0,No,Yes,Significant losses,No,Yes,Significant losses
3953,KEBBI,Drought,3.0,No,Yes,Significant losses,No,Yes,Significant losses
3954,KEBBI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
3955,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
3956,KEBBI,Heavy rainfall,4.0,No,Yes,Significant losses,No,Yes,Significant losses
3957,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,No,Small losses
3958,KEBBI,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
3959,KEBBI,Flood,5.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
3960,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
3961,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
3962,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
3963,KEBBI,Heavy rainfall,10.0,Yes,Yes,Significant losses,No,Yes,Almost total or total losses
3964,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
3965,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Significant losses
3966,KEBBI,Heavy rainfall,1.0,No,Yes,Small losses,No,No,Small losses
3967,KEBBI,Extreme Winds,3.0,No,Yes,Small losses,No,No,Small losses
3968,KEBBI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
3969,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
3970,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
3971,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,Yes,No,Significant losses
3972,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
3973,KEBBI,Drought,2.0,Yes,Yes,Small losses,No,Yes,Small losses
3974,KEBBI,Flood,1.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
3975,KEBBI,Extreme temperatures (cold or heat),14.0,No,Yes,Significant losses,No,No,Small losses
3976,KEBBI,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
3977,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
3978,KEBBI,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
3979,KEBBI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
3980,KEBBI,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
3981,KEBBI,Extreme temperatures (cold or heat),2.0,No,No,Significant losses,No,Yes,Significant losses
3982,KEBBI,Flood,3.0,No,No,Significant losses,No,Yes,Significant losses
3983,KEBBI,Flood,1.0,Yes,Yes,Small losses,No,No,Significant losses
3984,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
3985,KEBBI,Extreme temperatures (cold or heat),3.0,No,Yes,Small losses,No,No,Small losses
3986,KEBBI,Flood,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
3987,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
3988,KEBBI,Extreme Winds,4.0,No,Yes,Significant losses,No,No,Significant losses
3989,KEBBI,Flood,4.0,No,Yes,Significant losses,No,No,Significant losses
3990,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
3991,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
3992,KEBBI,Heavy rainfall,2.0,No,No,,No,No,Small losses
3993,KEBBI,Flood,15.0,No,Yes,Almost total or total losses,No,Yes,Significant losses
3994,KEBBI,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
3995,KEBBI,Heavy rainfall,1.0,No,Yes,Significant losses,No,No,Significant losses
3996,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
3997,KEBBI,Heavy rainfall,3.0,No,Yes,Almost total or total losses,No,No,Almost total or total losses
3998,KEBBI,Heavy rainfall,5.0,No,Yes,Significant losses,No,No,Significant losses
3999,KEBBI,Extreme Winds,6.0,No,Yes,Significant losses,No,No,Significant losses
4000,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4001,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4002,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4003,KEBBI,Drought,2.0,No,No,Small losses,Yes,Yes,Small losses
4004,KEBBI,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4005,KEBBI,Flood,2.0,No,Yes,Small losses,No,Yes,Significant losses
4006,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4007,KEBBI,Drought,1.0,No,No,Small losses,No,Yes,Small losses
4008,KEBBI,Flood,14.0,No,Yes,Significant losses,No,Yes,Significant losses
4009,KEBBI,Drought,2.0,No,Yes,Small losses,No,No,Small losses
4010,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4011,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4012,KEBBI,Heavy rainfall,3.0,No,No,Significant losses,No,Yes,Significant losses
4013,KEBBI,Heavy rainfall,1.0,No,No,Significant losses,Yes,Yes,Significant losses
4014,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4015,KEBBI,Extreme Winds,3.0,No,Yes,Small losses,No,No,Small losses
4016,KEBBI,Drought,2.0,No,Yes,Small losses,No,Yes,Small losses
4017,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
4018,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4019,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4020,KEBBI,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4021,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4022,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4023,KEBBI,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Small losses
4024,KEBBI,Extreme temperatures (cold or heat),2.0,No,Yes,Small losses,No,Yes,Small losses
4025,KEBBI,Heavy rainfall,18.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
4026,KEBBI,Drought,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4027,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
4028,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4029,KEBBI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4030,KEBBI,Flood,4.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4031,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4032,KEBBI,Extreme Winds,3.0,No,Yes,Small losses,No,No,Small losses
4033,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4034,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4035,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4036,KEBBI,Flood,3.0,No,No,Almost total or total losses,No,Yes,Significant losses
4037,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4038,KEBBI,Flood,7.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4039,KEBBI,Drought,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4040,KEBBI,Flood,3.0,No,Yes,Small losses,Yes,Yes,Small losses
4041,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4042,KEBBI,Extreme temperatures (cold or heat),1.0,No,No,Significant losses,No,No,Significant losses
4043,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4044,KEBBI,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4045,KEBBI,Heavy rainfall,3.0,No,Yes,Small losses,No,No,Almost total or total losses
4046,KEBBI,Drought,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4047,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4048,KEBBI,Heavy rainfall,2.0,No,No,Significant losses,No,No,Significant losses
4049,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,No,Significant losses
4050,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4051,KEBBI,Flood,10.0,No,Yes,Significant losses,No,Yes,Significant losses
4052,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4053,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4054,KEBBI,Flood,2.0,No,No,Small losses,No,No,Small losses
4055,KEBBI,Heavy rainfall,14.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4056,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,Yes,Yes,Small losses
4057,KEBBI,Extreme Winds,1.0,No,No,,No,No,Small losses
4058,KEBBI,Heavy rainfall,8.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4059,KEBBI,Flood,12.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4060,KEBBI,Flood,14.0,No,Yes,Significant losses,No,Yes,Significant losses
4061,KEBBI,Flood,2.0,No,No,Small losses,No,Yes,Small losses
4062,KEBBI,Flood,3.0,No,No,Small losses,No,No,Small losses
4063,KEBBI,Flood,1.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4064,KEBBI,Heavy rainfall,5.0,No,Yes,Significant losses,No,No,Significant losses
4065,KEBBI,Flood,5.0,No,Yes,Significant losses,No,No,Significant losses
4066,KEBBI,Heavy rainfall,1.0,No,Yes,Significant losses,No,No,Small losses
4067,KEBBI,Flood,4.0,No,Yes,Significant losses,No,Yes,Significant losses
4068,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4069,KEBBI,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4070,KEBBI,Drought,3.0,Yes,Yes,Small losses,No,Yes,Small losses
4071,KEBBI,Extreme temperatures (cold or heat),3.0,No,No,,No,Yes,Small losses
4072,KEBBI,Flood,3.0,No,Yes,Almost total or total losses,Yes,Yes,Significant losses
4073,KEBBI,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4074,KEBBI,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4075,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,No,Small losses
4076,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4077,KEBBI,Heavy rainfall,2.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4078,KEBBI,Extreme temperatures (cold or heat),5.0,No,Yes,Small losses,No,No,Small losses
4079,KEBBI,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4080,KEBBI,Extreme temperatures (cold or heat),14.0,No,No,Small losses,No,Yes,Small losses
4081,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4082,KEBBI,Drought,2.0,No,Yes,Significant losses,Yes,No,Significant losses
4083,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4084,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Small losses
4085,KEBBI,Extreme Winds,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4086,KEBBI,Heavy rainfall,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4087,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
4088,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4089,KEBBI,Heavy rainfall,2.0,No,No,,No,No,Small losses
4090,KEBBI,Heavy rainfall,9.0,No,Yes,Significant losses,No,No,Significant losses
4091,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4092,KEBBI,Extreme temperatures (cold or heat),14.0,No,Yes,Small losses,No,Yes,Small losses
4093,KEBBI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,No,Significant losses
4094,KEBBI,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4095,KEBBI,Heavy rainfall,1.0,No,No,,No,No,Small losses
4096,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
4097,KEBBI,Drought,1.0,No,No,Significant losses,No,Yes,Significant losses
4098,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4099,KEBBI,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4100,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4101,KEBBI,Heavy rainfall,3.0,No,Yes,Small losses,No,No,Small losses
4102,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4103,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,No,Small losses
4104,KEBBI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4105,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4106,KEBBI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4107,KEBBI,Flood,2.0,No,No,,No,No,Almost total or total losses
4108,KEBBI,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4109,KEBBI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4110,KEBBI,Flood,3.0,No,Yes,Significant losses,No,No,Significant losses
4111,KEBBI,Extreme Winds,4.0,No,Yes,Significant losses,No,Yes,Significant losses
4112,KEBBI,Heavy rainfall,3.0,No,Yes,Small losses,No,No,Small losses
4113,KEBBI,Flood,1.0,Yes,Yes,Significant losses,No,No,Significant losses
4114,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4115,KEBBI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4116,KEBBI,Flood,3.0,Yes,No,Significant losses,Yes,Yes,Significant losses
4117,KEBBI,Flood,2.0,No,No,Small losses,No,No,Small losses
4118,KEBBI,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
4119,KEBBI,Extreme Winds,4.0,No,No,Significant losses,No,No,Significant losses
4120,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
4121,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4122,KEBBI,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
4123,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4124,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4125,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4126,KEBBI,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
4127,KEBBI,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4128,KEBBI,Flood,17.0,No,No,Significant losses,No,Yes,Significant losses
4129,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4130,KEBBI,Flood,10.0,No,Yes,Significant losses,No,Yes,Significant losses
4131,KEBBI,Heavy rainfall,8.0,No,Yes,Significant losses,No,Yes,Significant losses
4132,KEBBI,Heavy rainfall,2.0,Yes,No,Significant losses,No,Yes,Significant losses
4133,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4134,KEBBI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4135,KEBBI,Extreme temperatures (cold or heat),1.0,No,Yes,Small losses,No,No,Small losses
4136,KEBBI,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4137,KEBBI,Heavy rainfall,6.0,No,No,Small losses,No,Yes,Small losses
4138,KEBBI,Heavy rainfall,4.0,No,Yes,Significant losses,No,Yes,Significant losses
4139,KEBBI,Flood,8.0,No,Yes,Significant losses,No,Yes,Significant losses
4140,KEBBI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4141,KEBBI,Drought,2.0,No,Yes,Small losses,No,No,Small losses
4142,KEBBI,Heavy rainfall,2.0,No,No,,No,No,Significant losses
4143,KEBBI,Flood,1.0,No,No,Small losses,No,No,Small losses
4144,KEBBI,Heavy rainfall,14.0,No,Yes,Significant losses,No,Yes,Significant losses
4145,KEBBI,Drought,4.0,No,Yes,Significant losses,No,Yes,Significant losses
4146,KEBBI,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4147,KEBBI,Flood,3.0,No,Yes,Significant losses,No,No,Significant losses
4148,KEBBI,Heavy rainfall,14.0,No,No,,No,Yes,Significant losses
4149,KEBBI,Flood,15.0,No,Yes,Significant losses,No,Yes,Almost total or total losses
4150,KEBBI,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4151,KEBBI,Flood,2.0,No,No,Small losses,No,Yes,Small losses
4152,KEBBI,Flood,2.0,No,No,Significant losses,Yes,Yes,Small losses
4153,KEBBI,Extreme temperatures (cold or heat),2.0,No,Yes,Small losses,No,Yes,Small losses
4154,KEBBI,Heavy rainfall,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4155,KEBBI,Drought,1.0,No,Yes,Small losses,No,Yes,Small losses
4156,KEBBI,Flood,3.0,No,Yes,Small losses,No,No,Small losses
4157,KEBBI,Heavy rainfall,3.0,No,Yes,Almost total or total losses,No,No,Almost total or total losses
4158,KEBBI,Flood,1.0,Yes,No,Small losses,Yes,Yes,Almost total or total losses
4159,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Small losses
4160,KEBBI,Heavy rainfall,10.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4161,KEBBI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4162,KEBBI,Flood,14.0,No,Yes,Almost total or total losses,No,Yes,Significant losses
4163,KEBBI,Drought,2.0,No,Yes,Significant losses,No,Yes,Small losses
4164,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4165,KEBBI,Flood,12.0,No,Yes,Almost total or total losses,No,Yes,Significant losses
4166,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4167,KEBBI,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
4168,KEBBI,Drought,1.0,No,Yes,Small losses,No,Yes,Small losses
4169,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4170,KEBBI,Heavy rainfall,2.0,No,Yes,Almost total or total losses,No,No,Significant losses
4171,KEBBI,Drought,2.0,No,Yes,Small losses,Yes,Yes,Small losses
4172,KEBBI,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
4173,KEBBI,Flood,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4174,KEBBI,Flood,15.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
4175,KEBBI,Flood,1.0,No,Yes,Small losses,No,No,Small losses
4176,KEBBI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4177,KEBBI,Extreme Winds,1.0,No,No,,No,No,Significant losses
4178,KEBBI,Heavy rainfall,15.0,No,Yes,Significant losses,No,Yes,Significant losses
4179,KEBBI,Extreme Winds,1.0,No,No,,No,No,Small losses
4180,KEBBI,Heavy rainfall,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4181,KEBBI,Extreme temperatures (cold or heat),2.0,No,No,,No,No,Small losses
4182,KEBBI,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
4183,KEBBI,Extreme Winds,4.0,No,Yes,Small losses,No,No,Small losses
4184,KEBBI,Flood,2.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4185,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4186,KEBBI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4187,KEBBI,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4188,KEBBI,Heavy rainfall,4.0,No,Yes,Significant losses,No,No,Significant losses
4189,KEBBI,Flood,10.0,No,No,Almost total or total losses,No,Yes,Significant losses
4190,KEBBI,Flood,1.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4191,KEBBI,Flood,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4192,KEBBI,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4193,KEBBI,Extreme temperatures (cold or heat),14.0,No,Yes,Small losses,No,Yes,Significant losses
4194,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4195,KEBBI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4196,KEBBI,Flood,2.0,Yes,No,Significant losses,Yes,Yes,Significant losses
4197,KEBBI,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4198,KEBBI,Flood,3.0,No,No,,No,Yes,Almost total or total losses
4199,KEBBI,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Small losses
4200,KEBBI,Heavy rainfall,6.0,No,Yes,Significant losses,No,No,Significant losses
4201,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4202,KEBBI,Flood,5.0,Yes,Yes,Significant losses,No,Yes,Almost total or total losses
4203,KEBBI,Heavy rainfall,5.0,No,Yes,Significant losses,No,Yes,Significant losses
4204,KEBBI,Extreme temperatures (cold or heat),2.0,No,No,Small losses,No,No,Small losses
4205,KEBBI,Flood,2.0,No,No,,No,No,Small losses
4206,KEBBI,Extreme temperatures (cold or heat),1.0,No,Yes,Significant losses,No,No,Significant losses
4207,KEBBI,Heavy rainfall,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4208,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
4209,KEBBI,Drought,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4210,KEBBI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4211,KEBBI,Drought,2.0,No,No,Small losses,No,Yes,Significant losses
4212,KEBBI,Flood,2.0,No,Yes,Almost total or total losses,Yes,Yes,Significant losses
4213,KEBBI,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,No,Significant losses
4214,KEBBI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4215,KEBBI,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Significant losses
4216,KEBBI,Drought,2.0,Yes,No,Significant losses,No,Yes,Significant losses
4217,KEBBI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4218,KEBBI,Extreme temperatures (cold or heat),14.0,No,Yes,Significant losses,No,No,Small losses
4219,KEBBI,Flood,2.0,Yes,No,Significant losses,No,Yes,Significant losses
4220,KEBBI,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
4221,KEBBI,Heavy rainfall,8.0,No,Yes,Significant losses,No,Yes,Significant losses
4222,KEBBI,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
4223,KEBBI,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
4224,KEBBI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4225,KEBBI,Flood,2.0,Yes,No,Significant losses,Yes,Yes,Significant losses
4226,KEBBI,Heavy rainfall,1.0,No,No,,No,Yes,Small losses
4227,KEBBI,Heavy rainfall,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4228,SOKOTO,Flood,1.0,No,No,Significant losses,Yes,Yes,Significant losses
4229,SOKOTO,Drought,3.0,No,No,Small losses,No,Yes,Small losses
4230,SOKOTO,Flood,1.0,No,Yes,Small losses,No,No,Significant losses
4231,SOKOTO,Heavy rainfall,2.0,No,No,,No,No,Significant losses
4232,SOKOTO,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4233,SOKOTO,Heavy rainfall,3.0,Yes,No,Significant losses,No,Yes,Small losses
4234,SOKOTO,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4235,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4236,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4237,SOKOTO,Other (specify),1.0,No,Yes,Significant losses,No,No,Significant losses
4238,SOKOTO,Heavy rainfall,5.0,No,No,,No,No,Small losses
4239,SOKOTO,Heavy rainfall,10.0,No,Yes,Small losses,Yes,Yes,Small losses
4240,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4241,SOKOTO,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Small losses
4242,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4243,SOKOTO,Flood,1.0,No,No,Significant losses,No,Yes,Significant losses
4244,SOKOTO,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,Yes,Significant losses
4245,SOKOTO,Drought,3.0,No,No,Significant losses,No,Yes,Significant losses
4246,SOKOTO,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4247,SOKOTO,Flood,4.0,Yes,Yes,Small losses,No,Yes,Significant losses
4248,SOKOTO,Heavy rainfall,5.0,No,No,Small losses,No,Yes,Small losses
4249,SOKOTO,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4250,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4251,SOKOTO,Heavy rainfall,5.0,Yes,Yes,Significant losses,No,No,Significant losses
4252,SOKOTO,Extreme temperatures (cold or heat),3.0,No,No,,No,No,Small losses
4253,SOKOTO,Heavy rainfall,10.0,No,Yes,Significant losses,Yes,No,Significant losses
4254,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,No,Significant losses
4255,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4256,SOKOTO,Flood,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4257,SOKOTO,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
